FYR,AMOUNT,DEPTNAME,SUBDEPTNAME,VENDORNAME
Fiscal 12/13,12497.5,Police,Police-Program & Service Management,CAPITAL GLASS INC
Fiscal 12/13,203.87,Police,Police-Program & Service Management,"CARTER, JR"
Fiscal 12/13,69.68,Police,Police-Program & Service Management,CDW-G GOVERNMENT INC
Fiscal 12/13,75.75,Police,Police-Program & Service Management,CECIL
Fiscal 12/13,10582,Police,Police-Program & Service Management,CELLEBRITE USA CORP
Fiscal 12/13,241.38,Police,Police-Program & Service Management,CHARTER COMMUNICATIONS
Fiscal 12/13,2000,Police,Police-Program & Service Management,CI TECHNOLOGIES INC
Fiscal 12/13,41754.84,Police,Police-Program & Service Management,CITY OF SPARKS/DEPT OF FINANCE
Fiscal 12/13,3300,Police,Police-Program & Service Management,CIVICORE LLC
Fiscal 12/13,300,Police,Police-Program & Service Management,CLARK
Fiscal 12/13,150,Police,Police-Program & Service Management,CLARK COUNTY SHERIFF'S OFFICE
Fiscal 12/13,474,Police,Police-Program & Service Management,CLARKE
Fiscal 12/13,3588,Police,Police-Program & Service Management,CMI INC
Fiscal 12/13,1219.63,Police,Police-Program & Service Management,COMMERCIAL VEHICLE SAFETY ALLIANCE
Fiscal 12/13,3868.88,Police,Police-Program & Service Management,COMTRONICS INC.
Fiscal 12/13,299,Police,Police-Program & Service Management,CONCENTRA MEDICAL CENTER
Fiscal 12/13,602.1,Police,Police-Program & Service Management,COPQUEST
Fiscal 12/13,2176.06,Police,Police-Program & Service Management,COSTCO
Fiscal 12/13,7916,Police,Police-Program & Service Management,CRASH DATA GROUP
Fiscal 12/13,450,Police,Police-Program & Service Management,CRIME VICTIMS' ASSISTANCE NETWORK INC
Fiscal 12/13,338.75,Police,Police-Program & Service Management,CROW
Fiscal 12/13,858,Police,Police-Program & Service Management,CRUSE UNIFORMS AND EQUIPMENT INC
Fiscal 12/13,349.75,Police,Police-Program & Service Management,CURRY
Fiscal 12/13,2325,Police,Police-Program & Service Management,DALLAS CHILDREN'S ADVOCACY CENTER
Fiscal 12/13,733,Police,Police-Program & Service Management,DANTON
Fiscal 12/13,551.61,Police,Police-Program & Service Management,DAVIDSON
Fiscal 12/13,1951.89,Police,Police-Program & Service Management,DAYS INN
Fiscal 12/13,99,Police,Police-Program & Service Management,DE ST MAURICE
Fiscal 12/13,8100.06,Police,Police-Program & Service Management,DELL COMPUTER CORP
Fiscal 12/13,768,Police,Police-Program & Service Management,DELTA CHALLENGE COINS LLC
Fiscal 12/13,850,Police,Police-Program & Service Management,DENNEY
Fiscal 12/13,85,Police,Police-Program & Service Management,DESERT HILLS ELECTRIC INC
Fiscal 12/13,225,Police,Police-Program & Service Management,DESERT LOCKSMITHS
Fiscal 12/13,1458.6,Police,Police-Program & Service Management,DIGITAL INTELLIGENCE INC
Fiscal 12/13,2115,Police,Police-Program & Service Management,DONOHOE
Fiscal 12/13,16321.16,Police,Police-Program & Service Management,DPS/OCJA-FALCONS NEST
Fiscal 12/13,244.52,Police,Police-Program & Service Management,DUGAN
Fiscal 12/13,315.5,Police,Police-Program & Service Management,DUSTIN
Fiscal 12/13,1555.7,Police,Police-Program & Service Management,DYE
Fiscal 12/13,9491.08,Police,Police-Program & Service Management,E-S PRESS INC
Fiscal 12/13,5650,Police,Police-Program & Service Management,EIKELBERGER AWNING & DRAPERY
Fiscal 12/13,316.65,Police,Police-Program & Service Management,ELDORADO HOTEL CASINO
Fiscal 12/13,2999,Police,Police-Program & Service Management,EMERGENETICS INTERNATIONAL
Fiscal 12/13,26442.47,Police,Police-Program & Service Management,ENCORE AUDIO VISUAL DESIGN LLC
Fiscal 12/13,1342.7,Police,Police-Program & Service Management,ENTENMANN ROVIN
Fiscal 12/13,125,Police,Police-Program & Service Management,FBI-LEEDA INC
Fiscal 12/13,417.25,Police,Police-Program & Service Management,FEATURE AWARDS
Fiscal 12/13,120.25,Police,Police-Program & Service Management,FEDERAL EXPRESS CORP
Fiscal 12/13,22452.41,Police,Police-Program & Service Management,FEENEY WIRELESS LLC
Fiscal 12/13,538,Police,Police-Program & Service Management,FITNESS2GO
Fiscal 12/13,79,Police,Police-Program & Service Management,FLAG STORE
Fiscal 12/13,676.31,Police,Police-Program & Service Management,FOLLETT
Fiscal 12/13,208.4,Police,Police-Program & Service Management,FOX 
Fiscal 12/13,3096.99,Police,Police-Program & Service Management,FRALICK
Fiscal 12/13,4229,Police,Police-Program & Service Management,FULL SPECTRUM SOLUTIONS INC
Fiscal 12/13,200.42,Police,Police-Program & Service Management,GIBSON
Fiscal 12/13,120,Police,Police-Program & Service Management,GOLDEN EXPRESS OF NEVADA
Fiscal 12/13,116.41,Police,Police-Program & Service Management,GOVCONNECTION INC.
Fiscal 12/13,12670.04,Police,Police-Program & Service Management,"GOVCONNECTION, INC"
Fiscal 12/13,1237.48,Police,Police-Program & Service Management,GRAINGER
Fiscal 12/13,247.26,Police,Police-Program & Service Management,GRANITE CONSTRUCTION
Fiscal 12/13,672.8,Police,Police-Program & Service Management,GREENLEE
Fiscal 12/13,15550.4,Police,Police-Program & Service Management,GREYHOUND LINES INC
Fiscal 12/13,12123.75,Police,Police-Program & Service Management,GROVE
Fiscal 12/13,30800,Police,Police-Program & Service Management,GUARDWARE LLC
Fiscal 12/13,3580,Police,Police-Program & Service Management,H-11 DIGITAL FORENSICS COMPANY LLC
Fiscal 12/13,99,Police,Police-Program & Service Management,HAKIN
Fiscal 12/13,315.5,Police,Police-Program & Service Management,HANIFAN
Fiscal 12/13,340.5,Police,Police-Program & Service Management,HARMON
Fiscal 12/13,502.5,Police,Police-Program & Service Management,HARMS
Fiscal 12/13,1000,Police,Police-Program & Service Management,HARTSHORN
Fiscal 12/13,3000,Police,Police-Program & Service Management,HAY GROUP INC
Fiscal 12/13,270,Police,Police-Program & Service Management,HERRERA
Fiscal 12/13,7529.97,Police,Police-Program & Service Management,HEWLETT-PACKARD
Fiscal 12/13,1458.6,Police,Police-Program & Service Management,HIDDEN VALLEY COUNTRY CLUB
Fiscal 12/13,7695,Police,Police-Program & Service Management,HIGH DESERT MICROIMAGING
Fiscal 12/13,2175,Police,Police-Program & Service Management,HINITZ LTD
Fiscal 12/13,4919.79,Police,Police-Program & Service Management,"HOH, RONALD"
Fiscal 12/13,12000,Police,Police-Program & Service Management,I SILVER MGT GROUP INC
Fiscal 12/13,90,Police,Police-Program & Service Management,IRBY
Fiscal 12/13,7984,Police,Police-Program & Service Management,JBJ ENTERPRISES
Fiscal 12/13,225,Police,Police-Program & Service Management,JLG TRAINING ASSOCIATES INC
Fiscal 12/13,420.7,Police,Police-Program & Service Management,JOHNSON ROBERTS & ASSOC
Fiscal 12/13,186,Police,Police-Program & Service Management,JOHNSTON
Fiscal 12/13,48.25,Police,Police-Program & Service Management,JONES
Fiscal 12/13,11052.88,Police,Police-Program & Service Management,KAMAN INDUSTRIAL TECHNOLOGIES
Fiscal 12/13,999,Police,Police-Program & Service Management,KATANA FORENSICS INC
Fiscal 12/13,502.5,Police,Police-Program & Service Management,KAZMAR
Fiscal 12/13,76941.92,Police,Police-Program & Service Management,KRONOS INCORPORATED
Fiscal 12/13,24492,Police,Police-Program & Service Management,L C ACTION POLICE SUPPLY 
Fiscal 12/13,673.8,Police,Police-Program & Service Management,L C INDUSTRIES INC
Fiscal 12/13,345.64,Police,Police-Program & Service Management,LAHREN 
Fiscal 12/13,37035.24,Police,Police-Program & Service Management,LAMBERTH CONSULTING
Fiscal 12/13,51,Police,Police-Program & Service Management,LARRAMENDY
Fiscal 12/13,1430.55,Police,Police-Program & Service Management,LARSON
Fiscal 12/13,27796,Police,Police-Program & Service Management,LEADSONLINE LLC
Fiscal 12/13,286.02,Police,Police-Program & Service Management,LEYVA ERNESTO
Fiscal 12/13,680,Police,Police-Program & Service Management,LIFE ASSIST INC
Fiscal 12/13,180,Police,Police-Program & Service Management,LIFETOUCH NATIONAL SCHOOL STUDIOS
Fiscal 12/13,2573,Police,Police-Program & Service Management,LONE STAR FIELD PRODUCTS
Fiscal 12/13,1229.75,Police,Police-Program & Service Management,LOPEZ
Fiscal 12/13,1027,Police,Police-Program & Service Management,LOPEZ
Fiscal 12/13,2000,Police,Police-Program & Service Management,MACAULAY
Fiscal 12/13,2473.67,Police,Police-Program & Service Management,MACHABEE OFFICE ENVIRONMENTS
Fiscal 12/13,265.5,Police,Police-Program & Service Management,MAHER DAN
Fiscal 12/13,467,Police,Police-Program & Service Management,"MAVERICK PRINTING & FORMS, INC."
Fiscal 12/13,200,Police,Police-Program & Service Management,MCDOWELL
Fiscal 12/13,821.29,Police,Police-Program & Service Management,MCMILLIN
Fiscal 12/13,216.94,Police,Police-Program & Service Management,MEADOW WOOD COURTYARD
Fiscal 12/13,1000,Police,Police-Program & Service Management,MEISTER
Fiscal 12/13,90,Police,Police-Program & Service Management,MESEBERG
Fiscal 12/13,26460,Police,Police-Program & Service Management,"METAL MASTERS, INC."
Fiscal 12/13,1800,Police,Police-Program & Service Management,MICROFLEX
Fiscal 12/13,537,Police,Police-Program & Service Management,MILLSAP
Fiscal 12/13,354.15,Police,Police-Program & Service Management,MUELLER
Fiscal 12/13,709.45,Police,Police-Program & Service Management,MYERS
Fiscal 12/13,115,Police,Police-Program & Service Management,MYERS KEN
Fiscal 12/13,1479.8,Police,Police-Program & Service Management,NATIONAL LAW ENFORCEMENT SUPPLY
Fiscal 12/13,228.1,Police,Police-Program & Service Management,NEVADA RUBBER STAMP CO INC
Fiscal 12/13,250,Police,Police-Program & Service Management,NEVADA SHERIFFS & CHIEFS ASSOC
Fiscal 12/13,614,Police,Police-Program & Service Management,NEVADA SPECIALTY HEALTH
Fiscal 12/13,2100,Police,Police-Program & Service Management,NEW JERSEY HOMICIDE INVESTIGATOR'S ASSOC
Fiscal 12/13,384.56,Police,Police-Program & Service Management,NEXTEL COMMUNICATIONS
Fiscal 12/13,200,Police,Police-Program & Service Management,NNADV
Fiscal 12/13,1500,Police,Police-Program & Service Management,NORTHERN NEVADA BLACK CULTURAL AWARENESS SOCIETY
Fiscal 12/13,624,Police,Police-Program & Service Management,OCG VENTURES LLC
Fiscal 12/13,4203.54,Police,Police-Program & Service Management,OFFICEMAX
Fiscal 12/13,618.95,Police,Police-Program & Service Management,PALMER
Fiscal 12/13,99,Police,Police-Program & Service Management,PARKER 
Fiscal 12/13,1250,Police,Police-Program & Service Management,PARTNERSHIP CARSON CITY
Fiscal 12/13,7118.4,Police,Police-Program & Service Management,PATRIOT3 INC
Fiscal 12/13,14643.72,Police,Police-Program & Service Management,PDI SECURITY SYSTEMS
Fiscal 12/13,4952.63,Police,Police-Program & Service Management,PETERSON
Fiscal 12/13,425.58,Police,Police-Program & Service Management,PETTY CASH-POLICE
Fiscal 12/13,210.83,Police,Police-Program & Service Management,PIERCZYNSKI
Fiscal 12/13,1075.55,Police,Police-Program & Service Management,PINCOLINI
Fiscal 12/13,69,Police,Police-Program & Service Management,PITSNOGLE
Fiscal 12/13,212289.76,Police,Police-Program & Service Management,PMAM CORPORATION
Fiscal 12/13,16490,Police,Police-Program & Service Management,POLICE EXECUTIVE RESEARCH FORUM
Fiscal 12/13,811.98,Police,Police-Program & Service Management,PRICE
Fiscal 12/13,19232.15,Police,Police-Program & Service Management,"PROFORCE MARKETING, INC"
Fiscal 12/13,99,Police,Police-Program & Service Management,PRUYN
Fiscal 12/13,3947.4,Police,Police-Program & Service Management,QUALITY INN
Fiscal 12/13,3500,Police,Police-Program & Service Management,RENO SPARKS CHAMBER OF COMMERCE
Fiscal 12/13,7168,Police,Police-Program & Service Management,RFI SECURITY INC
Fiscal 12/13,1060.5,Police,Police-Program & Service Management,ROBINSON
Fiscal 12/13,250,Police,Police-Program & Service Management,ROCKY MOUNTAIN INFORMATION NETWORK
Fiscal 12/13,99.99,Police,Police-Program & Service Management,RODRIGUEZ
Fiscal 12/13,653,Police,Police-Program & Service Management,ROTARY CLUB OF RENO
Fiscal 12/13,115986,Police,Police-Program & Service Management,RPSAE
Fiscal 12/13,1095.66,Police,Police-Program & Service Management,RULLA WILLIAM
Fiscal 12/13,2330.58,Police,Police-Program & Service Management,SAFEGUARD WEB & GRAPHICS
Fiscal 12/13,200.06,Police,Police-Program & Service Management,SAFETY ON SITE
Fiscal 12/13,7385,Police,Police-Program & Service Management,SAINT MARY'S HEALTH ENHANCEMENT
Fiscal 12/13,597.22,Police,Police-Program & Service Management,SALERNO
Fiscal 12/13,462,Police,Police-Program & Service Management,SALT LAKE WHOLESALE SPORTS
Fiscal 12/13,14170.8,Police,Police-Program & Service Management,SAN DIEGO POLICE EQUIPMENT
Fiscal 12/13,113.89,Police,Police-Program & Service Management,SANFORD
Fiscal 12/13,152.5,Police,Police-Program & Service Management,SCICHILONE PHIL
Fiscal 12/13,1009.7,Police,Police-Program & Service Management,SEVCSIK PAUL
Fiscal 12/13,332.02,Police,Police-Program & Service Management,SHAMBLIN
Fiscal 12/13,90,Police,Police-Program & Service Management,SHEAHAN
Fiscal 12/13,3280,Police,Police-Program & Service Management,SHEEHAN-VAN WOERT-BIGOTTI
Fiscal 12/13,2792.35,Police,Police-Program & Service Management,SHRED-IT
Fiscal 12/13,51,Police,Police-Program & Service Management,SILVER
Fiscal 12/13,204.52,Police,Police-Program & Service Management,SMITH
Fiscal 12/13,1047.75,Police,Police-Program & Service Management,SMITH
Fiscal 12/13,1304.61,Police,Police-Program & Service Management,SNOVER
Fiscal 12/13,664.94,Police,Police-Program & Service Management,"SPECIALTY HEALTH MCO, INC."
Fiscal 12/13,244.46,Police,Police-Program & Service Management,SPRINT 
Fiscal 12/13,396.5,Police,Police-Program & Service Management,STALLCOP
Fiscal 12/13,285.84,Police,Police-Program & Service Management,"STANLEY CONVERGENT SECURITY SOLUTIONS, INC."
Fiscal 12/13,2965.65,Police,Police-Program & Service Management,SUNSHINE LITIGATION SERVICES
Fiscal 12/13,2084.29,Police,Police-Program & Service Management,SUPERCIRCUITS INC
Fiscal 12/13,2925,Police,Police-Program & Service Management,SUSTEEN INC
Fiscal 12/13,7900,Police,Police-Program & Service Management,SYSTEMS RESEARCH & APPLICATIONS CORP
Fiscal 12/13,1000,Police,Police-Program & Service Management,TA
Fiscal 12/13,3570,Police,Police-Program & Service Management,TEAM TRAILERS PLUS
Fiscal 12/13,313.96,Police,Police-Program & Service Management,TEMP
Fiscal 12/13,10805.82,Police,Police-Program & Service Management,THE ADVANTAGE GROUP
Fiscal 12/13,709.45,Police,Police-Program & Service Management,THEW
Fiscal 12/13,115,Police,Police-Program & Service Management,THOMPSON
Fiscal 12/13,4711,Police,Police-Program & Service Management,TRIAL SCIENCE INC
Fiscal 12/13,65,Police,Police-Program & Service Management,TRIPP PLASTICS INC
Fiscal 12/13,2979.55,Police,Police-Program & Service Management,TRUCKEE MEADOWS WATER SYSTEMS INC
Fiscal 12/13,5000,Police,Police-Program & Service Management,TRUCKEE RIVER FLOOD MANAGEMENT AUTHORITY
Fiscal 12/13,65.32,Police,Police-Program & Service Management,TUFFO CINDY
Fiscal 12/13,29836.12,Police,Police-Program & Service Management,"U.S. FIREARMS ACADEMY, LLC."
Fiscal 12/13,302.42,Police,Police-Program & Service Management,UNIFORMITY INC
Fiscal 12/13,2309.95,Police,Police-Program & Service Management,VENZON BYRON
Fiscal 12/13,8413.28,Police,Police-Program & Service Management,VERIZON WIRELESS
Fiscal 12/13,596.55,Police,Police-Program & Service Management,WALSH COLLEEN
Fiscal 12/13,199,Police,Police-Program & Service Management,WANNER
Fiscal 12/13,218.73,Police,Police-Program & Service Management,WARREN
Fiscal 12/13,253,Police,Police-Program & Service Management,WASHOE COUNTY HEALTH DISTRICT
Fiscal 12/13,325,Police,Police-Program & Service Management,WASHOE COUNTY REGIONAL PUBLIC SAFETY TRAINING CNTR
Fiscal 12/13,123.96,Police,Police-Program & Service Management,WASHOE COUNTY REPROGRAPHICS
Fiscal 12/13,168147.39,Police,Police-Program & Service Management,WASHOE COUNTY SHERIFF
Fiscal 12/13,100669.57,Police,Police-Program & Service Management,WASHOE COUNTY SHERIFF'S OFFICE
Fiscal 12/13,133000,Police,Police-Program & Service Management,WASHOE COUNTY SHERIFF'S OFFICE
Fiscal 12/13,346,Police,Police-Program & Service Management,WATSON JOSHUA
Fiscal 12/13,50,Police,Police-Program & Service Management,WELLS FARGO INSURANCE SERVICES
Fiscal 12/13,72.07,Police,Police-Program & Service Management,WESTERN GRAPHIX
Fiscal 12/13,1694.17,Police,Police-Program & Service Management,WHITTLESEA TAXI-PD ACCT
Fiscal 12/13,2118,Police,Police-Program & Service Management,WILLS & ASSOCIATES INC
Fiscal 12/13,340,Police,Police-Program & Service Management,WRIKE INC
Fiscal 12/13,90,Police,Police-Program & Service Management,YORK
Fiscal 12/13,65,Police,Police-Records & ID,BEST CASH REGISTER COMPANY
Fiscal 12/13,190.75,Police,Police-Records & ID,CDW-G GOVERNMENT INC
Fiscal 12/13,119.94,Police,Police-Records & ID,COSTCO
Fiscal 12/13,261.53,Police,Police-Records & ID,DELUXE FOR BUSINESS
Fiscal 12/13,20169,Police,Police-Records & ID,DESMOND
Fiscal 12/13,55,Police,Police-Records & ID,ENCOMPASS
Fiscal 12/13,234.9,Police,Police-Records & ID,HARRYS BUSINESS MACHINES
Fiscal 12/13,5820,Police,Police-Records & ID,HIGH DESERT MICROIMAGING
Fiscal 12/13,703,Police,Police-Records & ID,KAHL COMMERCIAL INTERIORS
Fiscal 12/13,8500,Police,Police-Records & ID,MCGOWAN COMPUTER ASSOCIATES
Fiscal 12/13,24,Police,Police-Records & ID,NEVADA RUBBER STAMP CO INC
Fiscal 12/13,5784.83,Police,Police-Records & ID,OFFICEMAX
Fiscal 12/13,24,Police,Police-Records & ID,PETTY CASH-POLICE
Fiscal 12/13,1444.79,Police,Police-Records & ID,PRODUCTIVE SOLUTIONS
Fiscal 12/13,3880.9,Police,Police-Records & ID,"STANLEY CONVERGENT SECURITY SOLUTIONS, INC."
Fiscal 12/13,60.25,Police,Police-Records & ID,TEMP
Fiscal 12/13,63,Public Works,Public Works-Capital Projects,ABC FIRE AND CYLINDER SERVICE
Fiscal 12/13,550,Public Works,Public Works-Capital Projects,AMERICAN PUBLIC WORKS ASSOC
Fiscal 12/13,1100,Public Works,Public Works-Capital Projects,ANCHOR CONCRETE
Fiscal 12/13,35.98,Public Works,Public Works-Capital Projects,APEX SAW WORKS
Fiscal 12/13,820,Public Works,Public Works-Capital Projects,ASCE/MEMBERSHIP
Fiscal 12/13,2647.33,Public Works,Public Works-Capital Projects,BENTLEY SYSTEMS INC
Fiscal 12/13,402,Public Works,Public Works-Capital Projects,BLACK EAGLE CONSULTING INC
Fiscal 12/13,873.62,Public Works,Public Works-Capital Projects,CDW-G GOVERNMENT INC
Fiscal 12/13,21195.75,Public Works,Public Works-Capital Projects,CFA INC
Fiscal 12/13,55743.4,Public Works,Public Works-Capital Projects,CH2 M-HILL
Fiscal 12/13,57.5,Public Works,Public Works-Capital Projects,CONCENTRA MEDICAL CENTER
Fiscal 12/13,15854.22691,Public Works,Public Works-Capital Projects,DLT SOLUTIONS INC
Fiscal 12/13,9450,Public Works,Public Works-Capital Projects,ESRI INC
Fiscal 12/13,24.14,Public Works,Public Works-Capital Projects,FEDERAL EXPRESS CORP
Fiscal 12/13,7600,Public Works,Public Works-Capital Projects,FERRARI SHIELDS & ASSOCIATES
Fiscal 12/13,150,Public Works,Public Works-Capital Projects,GOULD
Fiscal 12/13,73.98,Public Works,Public Works-Capital Projects,GRAINGER
Fiscal 12/13,280,Public Works,Public Works-Capital Projects,HENDRICKS
Fiscal 12/13,12245,Public Works,Public Works-Capital Projects,INFRASTRUCTURE TECHNOLOGIES LLC
Fiscal 12/13,3500,Public Works,Public Works-Capital Projects,INTERMOUNTAIN TRAFFIC LLC
Fiscal 12/13,234.61,Public Works,Public Works-Capital Projects,INTERSTATE SAFETY & SUPPLY INC
Fiscal 12/13,2072531.46,Public Works,Public Works-Capital Projects,JACOBS ENGINEERING GROUP INC
Fiscal 12/13,164.81,Public Works,Public Works-Capital Projects,LCPTRACKER INC
Fiscal 12/13,85097.5,Public Works,Public Works-Capital Projects,LUMOS AND ASSOCIATES INC
Fiscal 12/13,38582.27,Public Works,Public Works-Capital Projects,MONSEN ENGINEERING INC
Fiscal 12/13,200,Public Works,Public Works-Capital Projects,NEVADA BOARD OF PROFESSIONAL
Fiscal 12/13,1789.12,Public Works,Public Works-Capital Projects,PAR ELECTRICAL CONTRACTORS
Fiscal 12/13,226.51,Public Works,Public Works-Capital Projects,PETTY CASH-PUBLIC WORKS
Fiscal 12/13,31427.75,Public Works,Public Works-Capital Projects,Q & D CONSTRUCTION
Fiscal 12/13,637.464,Public Works,Public Works-Capital Projects,QUANTUM CORPORATION
Fiscal 12/13,6080,Public Works,Public Works-Capital Projects,RENO CONCRETE
Fiscal 12/13,311.19,Public Works,Public Works-Capital Projects,RENO GAZETTE JOURNAL
Fiscal 12/13,59694,Public Works,Public Works-Capital Projects,RTC MANUFACTURING
Fiscal 12/13,785.7,Public Works,Public Works-Capital Projects,SAFE SOFTWARE INC.
Fiscal 12/13,28.1,Public Works,Public Works-Capital Projects,SAFETY ON SITE
Fiscal 12/13,75,Public Works,Public Works-Capital Projects,SIERRA TYPEWRITER CO
Fiscal 12/13,15.94,Public Works,Public Works-Capital Projects,SILVER STATE BARRICADE & SIGN
Fiscal 12/13,42350.75,Public Works,Public Works-Capital Projects,STANTEC CONSULTING INC
Fiscal 12/13,40867.45,Public Works,Public Works-Capital Projects,SUMMIT PARTNERS LLC
Fiscal 12/13,805,Public Works,Public Works-Capital Projects,TEMP
Fiscal 12/13,1450,Public Works,Public Works-Capital Projects,TMWA
Fiscal 12/13,20665,Public Works,Public Works-Capital Projects,TOBEY-WADE CONSULTING
Fiscal 12/13,1206,Public Works,Public Works-Capital Projects,"TOTAL CREATIVE SOLUTIONS, LLC"
Fiscal 12/13,790.4,Public Works,Public Works-Capital Projects,VERIZON WIRELESS
Fiscal 12/13,29600,Public Works,Public Works-Capital Projects,WEBSOFT DEVELOPERS INC
Fiscal 12/13,38414.96,Public Works,Public Works-Capital Projects,"WEST COAST PAVING, INC."
Fiscal 12/13,152.98,Public Works,Public Works-Capital Projects,WORK WORLD
Fiscal 12/13,21581.774,Public Works,Public Works-Downtown Maintenance,BRADY INDUSTRIES LLC
Fiscal 12/13,1266.94,Public Works,Public Works-Downtown Maintenance,CALIFORNIA INDUSTRIAL RUBBER
Fiscal 12/13,32,Public Works,Public Works-Downtown Maintenance,CONCENTRA MEDICAL CENTER
Fiscal 12/13,271.19,Public Works,Public Works-Downtown Maintenance,EWING IRRIGATION & INDUSTRIAL
Fiscal 12/13,115.17,Public Works,Public Works-Downtown Maintenance,GARDEN SHOP & NURSERY CENTER
Fiscal 12/13,2517.73,Public Works,Public Works-Downtown Maintenance,GRAINGER
Fiscal 12/13,215,Public Works,Public Works-Downtown Maintenance,HD SUPPLY WHITE CAP CONSTRUCTION SUPPLY
Fiscal 12/13,7.56,Public Works,Public Works-Downtown Maintenance,HOSE & FITTINGS ETC
Fiscal 12/13,728,Public Works,Public Works-Downtown Maintenance,IRTH SOLUTIONS INC
Fiscal 12/13,296,Public Works,Public Works-Downtown Maintenance,LEE JOSEPH INC
Fiscal 12/13,45.99,Public Works,Public Works-Downtown Maintenance,NAPA AUTO & TRUCK PARTS
Fiscal 12/13,189.98,Public Works,Public Works-Downtown Maintenance,NORTH AMERICAN EMBROIDERY
Fiscal 12/13,30,Public Works,Public Works-Downtown Maintenance,OXBORROW TRUCKING INC
Fiscal 12/13,11.52,Public Works,Public Works-Downtown Maintenance,PRAXAIR DISTRIBUTION INC
Fiscal 12/13,139.5,Public Works,Public Works-Downtown Maintenance,SIERRA REPAIR & SHARPENING INC
Fiscal 12/13,107.71,Public Works,Public Works-Downtown Maintenance,SIERRA WELDING SUPPLY
Fiscal 12/13,1749.6,Public Works,Public Works-Downtown Maintenance,SILVER STATE BARRICADE & SIGN
Fiscal 12/13,463.76,Public Works,Public Works-Downtown Maintenance,TITAN CONSTRUCTION SUPPLY INC
Fiscal 12/13,1101.34,Public Works,Public Works-Downtown Maintenance,WESTERN NEVADA SUPPLY
Fiscal 12/13,107.98,Public Works,Public Works-Downtown Maintenance,WORK WORLD
Fiscal 12/13,7327,Public Works,Public Works-Environmental Control,AEEC LLC
Fiscal 12/13,23563.25,Public Works,Public Works-Environmental Control,ALPHA ANALYTICAL INC
Fiscal 12/13,244,Public Works,Public Works-Environmental Control,BIRD
Fiscal 12/13,23754.46,Public Works,Public Works-Environmental Control,BOARD OF REGENTS-UNR OFFICE OF
Fiscal 12/13,614.64,Public Works,Public Works-Environmental Control,CDW-G GOVERNMENT INC
Fiscal 12/13,750,Public Works,Public Works-Environmental Control,CERTIFIED ENVIRONMENTAL & SAFETY TRAINING
Fiscal 12/13,1890,Public Works,Public Works-Environmental Control,CITY OF SPARKS/DEPT OF FINANCE
Fiscal 12/13,494,Public Works,Public Works-Environmental Control,CULLIGAN
Fiscal 12/13,19011,Public Works,Public Works-Environmental Control,CWA CONSULTING SERVICES LLC
Fiscal 12/13,2026.25,Public Works,Public Works-Environmental Control,EXCAL VISUAL COMMUNICATIONS
Fiscal 12/13,24425.01,Public Works,Public Works-Environmental Control,FARR WEST ENGINEERING
Fiscal 12/13,144,Public Works,Public Works-Environmental Control,FERGUSON ENTERPRISES INC
Fiscal 12/13,354.5,Public Works,Public Works-Environmental Control,GRAINGER
Fiscal 12/13,5829,Public Works,Public Works-Environmental Control,H2O ENVIRONMENTAL
Fiscal 12/13,1600,Public Works,Public Works-Environmental Control,HART
Fiscal 12/13,12610,Public Works,Public Works-Environmental Control,HILLSIDE DESIGN LLC
Fiscal 12/13,805.75,Public Works,Public Works-Environmental Control,JOSEPHSON
Fiscal 12/13,2750,Public Works,Public Works-Environmental Control,KEEP TRUCKEE MEADOWS BEAUTIFUL
Fiscal 12/13,5933,Public Works,Public Works-Environmental Control,LINKO DATA SYSTEMS INC
Fiscal 12/13,11440,Public Works,Public Works-Environmental Control,MESHCREATIVE INC
Fiscal 12/13,100,Public Works,Public Works-Environmental Control,NEVADA STATE DIV OF ENVIR PROTECTION
Fiscal 12/13,30,Public Works,Public Works-Environmental Control,NEVADA STATE DIV OF ENVIRONMENTAL PROTECTION
Fiscal 12/13,500,Public Works,Public Works-Environmental Control,NEVADA STATE FIRE MARSHAL
Fiscal 12/13,80,Public Works,Public Works-Environmental Control,NWEA
Fiscal 12/13,783.64,Public Works,Public Works-Environmental Control,OFFICE PAVILION
Fiscal 12/13,2280,Public Works,Public Works-Environmental Control,"PACIFIC METER SERVICES, INC."
Fiscal 12/13,172.81,Public Works,Public Works-Environmental Control,PETTY CASH-PUBLIC WORKS
Fiscal 12/13,100,Public Works,Public Works-Environmental Control,RENO DRAIN & OIL SERVICE
Fiscal 12/13,805.75,Public Works,Public Works-Environmental Control,ROBBINS ROBERT
Fiscal 12/13,4.71,Public Works,Public Works-Environmental Control,SAFETY ON SITE
Fiscal 12/13,105.84,Public Works,Public Works-Environmental Control,SIGNS BY TOMORROW
Fiscal 12/13,239,Public Works,Public Works-Environmental Control,SLANSKY
Fiscal 12/13,59984.07,Public Works,Public Works-Environmental Control,STANTEC CONSULTING INC
Fiscal 12/13,294,Public Works,Public Works-Environmental Control,STONE
Fiscal 12/13,5225.72,Public Works,Public Works-Environmental Control,SUMMIT PARTNERS LLC
Fiscal 12/13,1013,Public Works,Public Works-Environmental Control,TMWA
Fiscal 12/13,480,Public Works,Public Works-Environmental Control,TROUT UNLIMITED
Fiscal 12/13,10800,Public Works,Public Works-Environmental Control,USGS NATIONAL CENTER MS 270
Fiscal 12/13,1587.22,Public Works,Public Works-Environmental Control,VERIZON WIRELESS
